timestamp,phys_pos_x,phys_pos_y,virt_pos_x,virt_pos_y,phys_heading,virt_heading,apply_rota,rota_gain,apply_trans,trans_gain,apply_curve,curve_gain,curve_dir,nav_state,collision
0.0000000000,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,3.1436061859,1.7462987900,false,1.0000000000,false,1.0000000000,false,0.0000000000,1,OK,0
0.0000000000,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,3.0650675297,1.6677589417,false,1.0000000000,false,1.0000000000,false,0.0000000000,1,OK,0
0.0500000007,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.9841718674,1.5892190933,true,1.0299999714,false,1.0000000000,false,0.0000000000,1,OK,0
0.1000000015,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.9032754898,1.5106792450,true,1.0299999714,false,1.0000000000,false,0.0000000000,1,OK,0
0.1500000060,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.8223791122,1.4321393967,true,1.0299999714,false,1.0000000000,false,0.0000000000,1,OK,0
0.2000000030,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.7414834499,1.3535995483,true,1.0299999714,false,1.0000000000,false,0.0000000000,1,OK,0
0.2500000000,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.6605877876,1.2750597000,true,1.0299999714,false,1.0000000000,false,0.0000000000,1,OK,0
0.3000000119,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.5852880478,1.1965198517,true,0.9587500095,false,1.0000000000,false,0.0000000000,1,OK,0
0.3500000238,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.5099875927,1.1179800034,true,0.9587500095,false,1.0000000000,false,0.0000000000,1,OK,0
0.4000000358,0.0000000000,0.0000000000,-3.3611559868,-3.9565720558,2.4418182373,1.0468778610,true,0.9587500095,false,1.0000000000,false,0.0000000000,1,OK,0
0.4500000477,-0.0330783650,0.0274740383,-3.3361420631,-3.9132788181,2.4484848976,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.5000000596,-0.0663390756,0.0547268763,-3.3111283779,-3.8699855804,2.4551515579,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.5500000715,-0.0997809470,0.0817575529,-3.2861144543,-3.8266921043,2.4618182182,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.6000000834,-0.1334021389,0.1085645705,-3.2611005306,-3.7833988667,2.4684848785,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.6500000954,-0.1672012210,0.1351467967,-3.2360868454,-3.7401056290,2.4751515388,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.7000001073,-0.2011768371,0.1615031660,-3.2110729218,-3.6968123913,2.4818181992,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.7500001192,-0.2353274077,0.1876324415,-3.1860589981,-3.6535191536,2.4884848595,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.8000001311,-0.2696513236,0.2135334015,-3.1610453129,-3.6102259159,2.4951515198,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.8500001431,-0.3041472435,0.2392050326,-3.1360313892,-3.5669326782,2.5018181801,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.9000001550,-0.3388136625,0.2646462321,-3.1110174656,-3.5236392021,2.5084848404,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
0.9500001669,-0.3736487031,0.2898555994,-3.0860037804,-3.4803459644,2.5151515007,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.0000001192,-0.4086511135,0.3148322105,-3.0609898567,-3.4370527267,2.5218181610,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.0500000715,-0.4438192546,0.3395749331,-3.0359759331,-3.3937594891,2.5284848213,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.1000000238,-0.4791514874,0.3640826046,-3.0109622478,-3.3504662514,2.5351514816,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.1499999762,-0.5146465302,0.3883543313,-2.9859483242,-3.3071727753,2.5418181419,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.1999999285,-0.5503024459,0.4123888016,-2.9609344006,-3.2638795376,2.5484848022,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.2499998808,-0.5861177444,0.4361849725,-2.9359207153,-3.2205862999,2.5551514626,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.2999998331,-0.6220909357,0.4597418904,-2.9109067917,-3.1772930622,2.5618181229,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.3499997854,-0.6582204103,0.4830584824,-2.8858928680,-3.1339998245,2.5684847832,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.3999997377,-0.6945045590,0.5061337352,-2.8608791828,-3.0907063484,2.5751514435,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.4499996901,-0.7309415340,0.5289664268,-2.8358652592,-3.0474133492,2.5818181038,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.4999996424,-0.7675301433,0.5515558124,-2.8108515739,-3.0041198730,2.5884847641,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.5499995947,-0.8042684793,0.5739007592,-2.7858376503,-2.9608266354,2.5951514244,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.5999995470,-0.8411549330,0.5960003138,-2.7608237267,-2.9175333977,2.6018180847,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.6499994993,-0.8781880736,0.6178535223,-2.7358098030,-2.8742399216,2.6084847450,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.6999994516,-0.9153656960,0.6394591331,-2.7107961178,-2.8309469223,2.6151514053,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.7499994040,-0.9526869059,0.6608166695,-2.6857821941,-2.7876534462,2.6218180656,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.7999993563,-0.9901494384,0.6819247603,-2.6607685089,-2.7443602085,2.6284847260,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.8499993086,-1.0277519226,0.7027826905,-2.6357545853,-2.7010669708,2.6351513863,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.8999992609,-1.0654926300,0.7233895063,-2.6107406616,-2.6577737331,2.6418180466,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.9499992132,-1.1033698320,0.7437442541,-2.5857267380,-2.6144804955,2.6484847069,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
1.9999991655,-1.1413819790,0.7638460398,-2.5607130527,-2.5711870193,2.6551513672,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.0499992371,-1.1795270443,0.7836938500,-2.5356991291,-2.5278940201,2.6618180275,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.0999991894,-1.2178038359,0.8032870293,-2.5106854439,-2.4846005440,2.6684846878,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.1499991417,-1.2562103271,0.8226245642,-2.4856715202,-2.4413073063,2.6751513481,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.1999990940,-1.2947448492,0.8417056799,-2.4606575966,-2.3980140686,2.6818180084,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.2499990463,-1.3334059715,0.8605295420,-2.4356436729,-2.3547205925,2.6884846687,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.2999989986,-1.3721913099,0.8790950179,-2.4106299877,-2.3114275932,2.6951513290,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.3499989510,-1.4110999107,0.8974017501,-2.3856160641,-2.2681341171,2.7018179893,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.3999989033,-1.4501295090,0.9154485464,-2.3606023788,-2.2248408794,2.7084846497,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.4499988556,-1.4892785549,0.9332348108,-2.3355884552,-2.1815476418,2.7151513100,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.4999988079,-1.5285453796,0.9507596493,-2.3105745316,-2.1382544041,2.7218179703,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.5499987602,-1.5679280758,0.9680223465,-2.2855606079,-2.0949611664,2.7284846306,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.5999987125,-1.6074250937,0.9850221276,-2.2605469227,-2.0516676903,2.7351512909,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.6499986649,-1.6470342875,1.0017580986,-2.2355329990,-2.0083746910,2.7418179512,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.6999986172,-1.6867544651,1.0182297230,-2.2105193138,-1.9650812149,2.7484846115,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.7499985695,-1.7265834808,1.0344362259,-2.1855053902,-1.9217879772,2.7551512718,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.7999985218,-1.7665196657,1.0503767729,-2.1604914665,-1.8784947395,2.7618179321,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.8499984741,-1.8065612316,1.0660507679,-2.1354775429,-1.8352015018,2.7684845924,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.8999984264,-1.8467065096,1.0814574957,-2.1104638577,-1.7919080257,2.7751512527,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.9499983788,-1.8869534731,1.0965962410,-2.0854499340,-1.7486147881,2.7818179131,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
2.9999983311,-1.9273003340,1.1114662886,-2.0604362488,-1.7053215504,2.7884845734,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.0499982834,-1.9677455425,1.1260670424,-2.0354223251,-1.6620283127,2.7951512337,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.0999982357,-2.0082871914,1.1403979063,-2.0104084015,-1.6187350750,2.8018178940,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.1499981880,-2.0489234924,1.1544581652,-1.9853945971,-1.5754418373,2.8084845543,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.1999981403,-2.0896527767,1.1682472229,-1.9603807926,-1.5321483612,2.8151512146,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.2499980927,-2.1304728985,1.1817643642,-1.9353668690,-1.4888551235,2.8218178749,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.2999980450,-2.1713821888,1.1950091124,-1.9103530645,-1.4455618858,2.8284845352,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.3499979973,-2.2123789787,1.2079808712,-1.8853392601,-1.4022686481,2.8351511955,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.3999979496,-2.2534613609,1.2206790447,-1.8603253365,-1.3589754105,2.8418178558,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.4499979019,-2.2946274281,1.2331030369,-1.8353115320,-1.3156821728,2.8484845161,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.4999978542,-2.3358755112,1.2452523708,-1.8102977276,-1.2723886967,2.8551511765,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.5499978065,-2.3772034645,1.2571263313,-1.7852838039,-1.2290954590,2.8618178368,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.5999977589,-2.4186096191,1.2687245607,-1.7602699995,-1.1858022213,2.8684844971,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.6499977112,-2.4600923061,1.2800464630,-1.7352561951,-1.1425089836,2.8751511574,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.6999976635,-2.5016496181,1.2910915613,-1.7102422714,-1.0992157459,2.8818178177,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.7499976158,-2.5432796478,1.3018593788,-1.6852284670,-1.0559222698,2.8884844780,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.7999975681,-2.5849804878,1.3123494387,-1.6602146626,-1.0126290321,2.8951511383,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.8499975204,-2.6267502308,1.3225612640,-1.6352007389,-0.9693357944,2.9018177986,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.8999974728,-2.6685872078,1.3324943781,-1.6101869345,-0.9260425568,2.9084844589,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.9499974251,-2.7104895115,1.3421483040,-1.5851731300,-0.8827493191,2.9151511192,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
3.9999973774,-2.7524552345,1.3515226841,-1.5601592064,-0.8394560814,2.9218177795,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.0499973297,-2.7944827080,1.3606171608,-1.5351454020,-0.7961626053,2.9284844398,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.0999975204,-2.8365695477,1.3694312572,-1.5101315975,-0.7528693676,2.9351511002,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.1499977112,-2.8787143230,1.3779644966,-1.4851176739,-0.7095761299,2.9418177605,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.1999979019,-2.9209151268,1.3862166405,-1.4601038694,-0.6662828922,2.9484844208,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.2499980927,-2.9631698132,1.3941872120,-1.4350900650,-0.6229896545,2.9551510811,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.2999982834,-3.0054769516,1.4018759727,-1.4100761414,-0.5796964169,2.9618177414,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.3499984741,-3.0478343964,1.4092825651,-1.3850623369,-0.5364029408,2.9684844017,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.3999986649,-3.0902400017,1.4164065123,-1.3600485325,-0.4931097031,2.9751510620,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.4499988556,-3.1326923370,1.4232476950,-1.3350346088,-0.4498164654,2.9818177223,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.4999990463,-3.1751892567,1.4298056364,-1.3100209236,-0.4065232277,2.9884843826,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.5499992371,-3.2177290916,1.4360800982,-1.2850070000,-0.3632299900,2.9951510429,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.5999994278,-3.2603096962,1.4420708418,-1.2599930763,-0.3199367523,3.0018177032,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.6499996185,-3.3029294014,1.4477776289,-1.2349793911,-0.2766432762,3.0084843636,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.6999998093,-3.3455860615,1.4532001019,-1.2099654675,-0.2333500385,3.0151510239,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.7500000000,-3.3882780075,1.4583381414,-1.1849515438,-0.1900568008,3.0218176842,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.8000001907,-3.4310030937,1.4631913900,-1.1599378586,-0.1467635632,3.0284843445,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.8500003815,-3.4737596512,1.4677597284,-1.1349239349,-0.1034703255,3.0351510048,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.9000005722,-3.5165457726,1.4720429182,-1.1099100113,-0.0601770878,3.0418176651,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
4.9500007629,-3.5593595505,1.4760408401,-1.0848963261,-0.0168836117,3.0484843254,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.0000009537,-3.6021990776,1.4797532558,-1.0598824024,0.0264096260,3.0551509857,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.0500011444,-3.6450622082,1.4831799269,-1.0348684788,0.0697026253,3.0618176460,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.1000013351,-3.6879475117,1.4863207340,-1.0098547935,0.1129961014,3.0684843063,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.1500015259,-3.7308528423,1.4891756773,-0.9848408699,0.1562895775,3.0751509666,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.2000017166,-3.7737758160,1.4917445183,-0.9598269463,0.1995825768,3.0818176270,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.2500019073,-3.8167152405,1.4940271378,-0.9348132610,0.2428760529,3.0884842873,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.3000020981,-3.8596687317,1.4960234165,-0.9097993374,0.2861690521,3.0951509476,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.3500022888,-3.9026348591,1.4977333546,-0.8847854137,0.3294625282,3.1018176079,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.4000024796,-3.9456114769,1.4991567135,-0.8597717285,0.3727560043,3.1084842682,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.4500026703,-3.9885962009,1.5002936125,-0.8347578049,0.4160490036,3.1151509285,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.5000028610,-4.0315880775,1.5011439323,-0.8097438812,0.4593424797,3.1218175888,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.5500030518,-4.0745840073,1.5017075539,-0.7847301960,0.5026354790,3.1284842491,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.6000032425,-4.1175832748,1.5019845963,-0.7597162724,0.5459289551,3.1351509094,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.6500034332,-4.1605834961,1.5019749403,-0.7347023487,0.5892224312,3.1418175697,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.7000036240,-4.2035822868,1.5016785860,-0.7096886635,0.6325154305,3.1484842300,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.7500038147,-4.2465786934,1.5010956526,-0.6846747398,0.6758089066,3.1551508904,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.8000040054,-4.2895698547,1.5002260208,-0.6596608162,0.7191019058,3.1618175507,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.8500041962,-4.3325543404,1.4990698099,-0.6346471310,0.7623953819,3.1684842110,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,OK,0
5.9000043869,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.1751508713,1.0468778610,false,1.0000000000,true,0.8600000143,true,7.6394371986,1,RESETTING,1
5.9500045776,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.1751508713,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.0000047684,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.2257819176,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.0500049591,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.2764129639,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.1000051498,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.3270440102,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.1500053406,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.3776755333,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.2000055313,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.4283065796,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.2500057220,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.4789376259,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.3000059128,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.5295686722,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.3500061035,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.5801997185,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.4000062943,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.6308312416,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.4500064850,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.6814622879,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.5000066757,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.7320933342,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.5500068665,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.7827243805,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.6000070572,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.8333554268,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.6500072479,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.8839864731,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.7000074387,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.9346175194,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.7500076294,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,3.9852490425,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
6.8000078201,-4.3755297661,1.4976271391,-0.6096332073,0.8056883812,4.0358800888,1.0468778610,true,0.6446590424,false,1.0000000000,false,0.0000000000,1,RESETTING,0
